Company,NSE Symbol,ISIN,Sector,Sub-Industry
Brightcom Group Limited,BCG,INE425B01027,Information Technology,IT Enabled Services
Bajel Projects Limited,BAJEL,INE0KQN01018,Industrials,Heavy Electrical Equipment
GM Breweries Limited,GMBREW,INE075D01018,Fast Moving Consumer Goods,Breweries & Distilleries
Mufin Green Finance Limited,MUFIN,INE08KJ01020,Financial Services,Non Banking Financial Company (NBFC)
D. P. Abhushan Limited,DPABHUSHAN,INE266Y01019,Consumer Discretionary,Gems Jewellery And Watches
Jain Irrigation Systems Limited,JISLJALEQS,INE175A01038,Industrials,Plastic Products - Industrial
Mukand Limited,MUKANDLTD,INE304A01026,Industrials,Iron & Steel Products
Solara Active Pharma Sciences Limited,SOLARA,INE624Z01016,Healthcare,Pharmaceuticals
KCP Limited,KCP,INE805C01028,Commodities,Cement & Cement Products
BF Utilities Limited,BFUTILITIE,INE243D01012,Services,Road Assets - Toll Annuity Hybrid-Annuity
GSP Crop Science Limited,GSPCROP,INE713R01022,Commodities,Pesticides & Agrochemicals
Shringar House of Mangalsutra Limited,SHRINGARMS,INE1B3L01017,Consumer Discretionary,Gems Jewellery And Watches
Pennar Industries Limited,PENIND,INE932A01024,Industrials,Industrial Products
Rishabh Instruments Limited,RISHABH,INE0N2P01017,Industrials,Other Electrical Equipment
Vimta Labs Limited,VIMTALABS,INE579C01029,Healthcare,Healthcare Research Analytics & Technology
NIBE Limited,NIBE,INE149O01018,Industrials,Aerospace & Defense
Sportking India Limited,SPORTKING,INE885H01029,Consumer Discretionary,Other Textile Products
Jai Corp Limited,JAICORPLTD,INE070D01027,Industrials,Plastic Products - Industrial
Rane Holdings Limited,RANEHOLDIN,INE384A01010,Financial Services,Holding Company
Frontier Springs Limited,FRONTSP,INE572D01014,Consumer Discretionary,Auto Components & Equipments
Confidence Petroleum India Limited,CONFIPET,INE552D01024,Energy,LPG/CNG/PNG/LNG Supplier
TCI Express Limited,TCIEXP,INE586V01016,Services,Logistics Solution Provider
Stallion India Fluorochemicals Limited,STALLION,INE0RYC01010,Commodities,Industrial Gases
Panama Petrochem Limited,PANAMAPET,INE305C01029,Energy,Lubricants
Vintage Coffee And Beverages Limited,VINCOFE,INE498Q01014,Services,Trading & Distributors
Sika Interplant Systems Limited,SIS,INE285J01028,Industrials,Aerospace & Defense
Delta Corp Limited,DELTACORP,INE124G01033,Consumer Discretionary,Amusement Parks/ Other Recreation
Ndr Auto Components Limited,NDRAUTO,INE07OG01012,Consumer Discretionary,Auto Components & Equipments
Vindhya Telelinks Limited,VINDHYATEL,INE707A01012,Telecommunication,Telecom - Infrastructure
Ujaas Energy Limited,UEL,INE899L01030,Utilities,Power Generation
Vidya Wires Limited,VIDYAWIRES,INE14UN01029,Industrials,Aluminium Copper & Zinc Products
S. P. Apparels Limited,SPAL,INE212I01016,Consumer Discretionary,Garments & Apparels
Exicom Tele-Systems Limited,EXICOM,INE777F01014,Industrials,Heavy Electrical Equipment
Indoco Remedies Limited,INDOCO,INE873D01024,Healthcare,Pharmaceuticals
Ador Welding Limited,ADOR,INE045A01017,Industrials,Other Industrial Products
India Pesticides Limited,IPL,INE0D6701023,Commodities,Pesticides & Agrochemicals
Hinduja Global Solutions Limited,HGS,INE170I01016,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
BLS E-Services Limited,BLSE,INE0NLT01010,Information Technology,IT Enabled Services
Filatex India Limited,FILATEX,INE816B01035,Consumer Discretionary,Other Textile Products
La Opala RG Limited,LAOPALA,INE059D01020,Consumer Discretionary,Glass - Consumer
Asian Granito India Limited,ASIANTILES,INE022I01019,Consumer Discretionary,Ceramics
Nilkamal Limited,NILKAMAL,INE310A01015,Consumer Discretionary,Plastic Products - Consumer
Jindal Drilling And Industries Limited,JINDRILL,INE742C01031,Energy,Offshore Support Solution Drilling
Shalby Limited,SHALBY,INE597J01018,Healthcare,Hospital
Krsnaa Diagnostics Limited,KRSNAA,INE08LI01020,Healthcare,Healthcare Service Provider
Cantabil Retail India Limited,CANTABIL,INE068L01024,Consumer Discretionary,Garments & Apparels
Saksoft Limited,SAKSOFT,INE667G01023,Information Technology,Computers - Software & Consulting
United Foodbrands Limited,UFBL,INE382M01027,Consumer Discretionary,Restaurants
Stove Kraft Limited,STOVEKRAFT,INE00IN01015,Consumer Discretionary,Household Appliances
Hathway Cable & Datacom Limited,HATHWAY,INE982F01036,Consumer Discretionary,TV Broadcasting & Software Production
Silver Touch Technologies Limited,SILVERTUC,INE625X01026,Information Technology,Computers - Software & Consulting
Arman Financial Services Limited,ARMANFIN,INE109C01017,Financial Services,Non Banking Financial Company (NBFC)
Som Distilleries & Breweries Limited,SDBL,INE480C01038,Fast Moving Consumer Goods,Breweries & Distilleries
EMS Limited,EMSLIMITED,INE0OV601013,Utilities,Waste Management
Thejo Engineering Limited,THEJO,INE121N01019,Industrials,Industrial Products
Krishna Defence And Allied Industries Limited,KRISHNADEF,INE0J5601015,Industrials,Aerospace & Defense
S H Kelkar and Company Limited,SHK,INE500L01026,Commodities,Specialty Chemicals
Paramount Communications Limited,PARACABLES,INE074B01023,Industrials,Cables - Electricals
Sakar Healthcare Limited,SAKAR,INE732S01012,Healthcare,Pharmaceuticals
Hi-Tech Pipes Limited,HITECH,INE106T01025,Industrials,Iron & Steel Products
Oriental Hotels Limited,ORIENTHOT,INE750A01020,Consumer Discretionary,Hotels & Resorts
SBC Exports Limited,SBC,INE04AK01028,Consumer Discretionary,Garments & Apparels
Studds Accessories Limited,STUDDS,INE00Q601028,Consumer Discretionary,Auto Components & Equipments
Summit Securities Limited,SUMMITSEC,INE519C01017,Financial Services,Investment Company
TCC Concept Limited,TCC,INE887D01016,Consumer Discretionary,Internet & Catalogue Retail
Suryoday Small Finance Bank Limited,SURYODAY,INE428Q01011,Financial Services,Other Bank
Ashika Credit Capital Limited,ACC,INE012A01025,Financial Services,Non Banking Financial Company (NBFC)
GTL Infrastructure Limited,GTLINFRA,INE221H01019,Telecommunication,Telecom - Infrastructure
Goodyear India Limited,GOODYEAR,INE533A01012,Consumer Discretionary,Tyres & Rubber Products
Simplex Infrastructures Limited,SIMPLEXINF,INE059B01024,Industrials,Civil Construction
M & B Engineering Limited,MBEL,INE08N601015,Industrials,Civil Construction
Disa India Limited,DISAQ,INE131C01011,Industrials,Industrial Products
Suraksha Diagnostic Limited,SURAKSHA,INE877V01027,Healthcare,Healthcare Service Provider
Vikran Engineering Limited,VIKRAN,INE01R501028,Industrials,Civil Construction
Accelya Solutions India Limited,ACCELYA,INE793A01012,Information Technology,Computers - Software & Consulting
Astec LifeSciences Limited,ASTEC,INE563J01010,Commodities,Pesticides & Agrochemicals
Ceinsys Tech Limited,CEINSYS,INE016Q01014,Information Technology,IT Enabled Services
Windlas Biotech Limited,WINDLAS,INE0H5O01029,Healthcare,Pharmaceuticals
Balmer Lawrie Investments Limited,BALMLAWRIE,INE164A01016,Financial Services,Non Banking Financial Company (NBFC)
Dolphin Offshore Enterprises (India) Limited,DOLPHIN,INE920A01037,Energy,Offshore Support Solution Drilling
D-Link (India) Limited,DLINKINDIA,INE250K01012,Information Technology,Computers Hardware & Equipments
Asian Energy Services Limited,ASIANENE,INE276G01015,Energy,Oil Equipment & Services
Indian Hume Pipe Company Limited,INDIANHUME,INE323C01030,Industrials,Industrial Products
Shanti Gold International Limited,SHANTIGOLD,INE06ZD01017,Consumer Discretionary,Gems Jewellery And Watches
SPML Infra Limited,SPMLINFRA,INE937A01023,Industrials,Civil Construction
Sai Silks (Kalamandir) Limited,KALAMANDIR,INE438K01021,Consumer Discretionary,Speciality Retail
RACL Geartech Limited,RACLGEAR,INE704B01017,Consumer Discretionary,Auto Components & Equipments
All Time Plastics Limited,ALLTIME,INE0GV601021,Consumer Discretionary,Houseware
Rico Auto Industries Limited,RICOAUTO,INE209B01025,Consumer Discretionary,Auto Components & Equipments
GNA Axles Limited,GNA,INE934S01014,Consumer Discretionary,Auto Components & Equipments
Dollar Industries Limited,DOLLAR,INE325C01035,Consumer Discretionary,Garments & Apparels
One Point One Solutions Limited,ONEPOINT,INE840Y01029,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Precision Camshafts Limited,PRECAM,INE484I01029,Consumer Discretionary,Auto Components & Equipments
Arfin India Limited,ARFIN,INE784R01023,Commodities,Aluminium
One Mobikwik Systems Limited,MOBIKWIK,INE0HLU01028,Financial Services,Financial Technology (Fintech)
GPT Infraprojects Limited,GPTINFRA,INE390G01014,Industrials,Civil Construction
NELCO Limited,NELCO,INE045B01015,Information Technology,Computers Hardware & Equipments
J.G.Chemicals Limited,JGCHEM,INE0MB501011,Commodities,Commodity Chemicals
Signpost India Limited,SIGNPOST,INE0KGZ01021,Consumer Discretionary,Advertising & Media Agencies
Sumeet Industries Limited,SUMEETINDS,INE235C01036,Consumer Discretionary,Other Textile Products
Aqylon Nexus Limited,AQYLON,INE416A01051,Consumer Discretionary,TV Broadcasting & Software Production
Ugro Capital Limited,UGROCAP,INE583D01011,Financial Services,Non Banking Financial Company (NBFC)
NGL Fine-Chem Limited,NGLFINE,INE887E01022,Healthcare,Pharmaceuticals
Magellanic Cloud Limited,MCLOUD,INE613C01026,Information Technology,Computers - Software & Consulting
GOCL Corporation Limited,GOCLCORP,INE077F01035,Commodities,Explosives
Bharat Wire Ropes Limited,BHARATWIRE,INE316L01019,Industrials,Iron & Steel Products
5Paisa Capital Limited,5PAISA,INE618L01018,Financial Services,Stockbroking & Allied
Yatra Online Limited,YATRA,INE0JR601024,Consumer Discretionary,Tour Travel Related Services
Jagran Prakashan Limited,JAGRAN,INE199G01027,Consumer Discretionary,Print Media
Expleo Solutions Limited,EXPLEOSOL,INE201K01015,Information Technology,IT Enabled Services
InfoBeans Technologies Limited,INFOBEAN,INE344S01016,Information Technology,Computers - Software & Consulting
BF Investment Limited,BFINVEST,INE878K01010,Financial Services,Holding Company
Landmark Cars Limited,LANDMARK,INE559R01029,Consumer Discretionary,Auto Dealer
Jyoti Structures Limited,JYOTISTRUC,INE197A01024,Industrials,Heavy Electrical Equipment
Ramco Systems Limited,RAMCOSYS,INE246B01019,Information Technology,Software Products
Seshasayee Paper and Boards Limited,SESHAPAPER,INE630A01024,Commodities,Paper & Paper Products
Dynamic Cables Limited,DYCL,INE600Y01019,Industrials,Cables - Electricals
Go Fashion (India) Limited,GOCOLORS,INE0BJS01011,Consumer Discretionary,Speciality Retail
Vidhi Specialty Food Ingredients Limited,VIDHIING,INE632C01026,Commodities,Specialty Chemicals
Pashupati Cotspin Limited,PASHUPATI,INE124Y01028,Consumer Discretionary,Other Textile Products
PNB Gilts Limited,PNBGILTS,INE859A01011,Financial Services,Investment Company
ESAF Small Finance Bank Limited,ESAFSFB,INE818W01011,Financial Services,Other Bank
Navkar Corporation Limited,NAVKARCORP,INE278M01019,Services,Logistics Solution Provider
Solex Energy Limited,SOLEX,INE880Y01017,Industrials,Other Electrical Equipment
Southern Petrochemicals Industries Corporation  Limited,SPIC,INE147A01011,Commodities,Fertilizers
SEPC Limited,SEPC,INE964H01014,Industrials,Civil Construction
Shriram Properties Limited,SHRIRAMPPS,INE217L01019,Consumer Discretionary,Residential Commercial Projects
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,INE048B01035,Healthcare,Pharmaceuticals
Omaxe Limited,OMAXE,INE800H01010,Consumer Discretionary,Residential Commercial Projects
Dolat Algotech Limited,DOLATALGO,INE966A01022,Financial Services,Stockbroking & Allied
Lincoln Pharmaceuticals Limited,LINCOLN,INE405C01035,Healthcare,Pharmaceuticals
Apex Frozen Foods Limited,APEX,INE346W01013,Fast Moving Consumer Goods,Seafood
Venus Remedies Limited,VENUSREM,INE411B01019,Healthcare,Pharmaceuticals
Aurum PropTech Limited,AURUM,INE898S01029,Information Technology,IT Enabled Services
DCW Limited,DCW,INE500A01029,Commodities,Petrochemicals
Wendt (India) Limited,WENDT,INE274C01019,Industrials,Abrasives & Bearings
Ivalue Infosolutions Limited,IVALUE,INE056801025,Information Technology,Computers Hardware & Equipments
Atul Auto Limited,ATULAUTO,INE951D01028,Industrials,Commercial Vehicles
Sula Vineyards Limited,SULA,INE142Q01026,Fast Moving Consumer Goods,Breweries & Distilleries
Tinna Rubber and Infrastructure Limited,TINNARUBR,INE015C01016,Industrials,Rubber
Den Networks Limited,DEN,INE947J01015,Consumer Discretionary,TV Broadcasting & Software Production
AYM Syntex Limited,AYMSYNTEX,INE193B01039,Consumer Discretionary,Other Textile Products
Wonder Electricals Limited,WEL,INE02WG01024,Consumer Discretionary,Household Appliances
TIL Limited,TIL,INE806C01018,Industrials,Construction Vehicles
Everest Kanto Cylinder Limited,EKC,INE184H01027,Industrials,Industrial Products
Dhanlaxmi Bank Limited,DHANBANK,INE680A01011,Financial Services,Private Sector Bank
Allcargo Logistics Limited,ALLCARGO,INE418H01029,Services,Logistics Solution Provider
Orient Green Power Company Limited,GREENPOWER,INE999K01014,Utilities,Power Generation
TTK Healthcare Limited,TTKHLTCARE,INE910C01018,Diversified,Diversified
B. L. Kashyap and Sons Limited,BLKASHYAP,INE350H01032,Industrials,Civil Construction
Digitide Solutions Limited,DIGITIDE,INE0U4701011,Information Technology,IT Enabled Services
Borosil Scientific Limited,BOROLTD,INE02PY01013,Industrials,Glass - Industrial
Hardwyn India Limited,HARDWYN,INE626Z01029,Consumer Discretionary,Furniture Home Furnishing
Capital Small Finance Bank Limited,CIFL,INE345H01024,Financial Services,Other Bank
ANDHRA PAPER LIMITED,ANDHRAPAP,INE435A01051,Commodities,Paper & Paper Products
Gulshan Polyols Limited,GULPOLY,INE255D01024,Fast Moving Consumer Goods,Other Agricultural Products
STEEL EXCHANGE INDIA LIMITED,STEELXIND,INE503B01021,Industrials,Iron & Steel Products
Huhtamaki India Limited,HUHTAMAKI,INE275B01026,Industrials,Packaging
Jay Bharat Maruti Limited,JAYBARMARU,INE571B01036,Consumer Discretionary,Auto Components & Equipments
Orient Technologies Limited,ORIENTTECH,INE0PPK01015,Information Technology,IT Enabled Services
Kross Limited,KROSS,INE0O6601022,Consumer Discretionary,Auto Components & Equipments
Alldigi Tech Limited,ALLDIGI,INE835G01018,Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Meghmani Organics Limited,MOL,INE0CT101020,Commodities,Pesticides & Agrochemicals
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,INE277B01014,Commodities,Pesticides & Agrochemicals
Texmaco Infrastructure & Holdings Limited,TEXINFRA,INE435C01024,Services,Diversified Commercial Services
Salzer Electronics Limited,SALZERELEC,INE457F01013,Industrials,Other Electrical Equipment
Excel Industries Limited,EXCELINDUS,INE369A01029,Commodities,Specialty Chemicals
Diffusion Engineers Limited,ENGINERSIN,INE510A01028,Industrials,Other Industrial Products
Beta Drugs Limited,BETA,INE351Y01019,Healthcare,Pharmaceuticals
The Andhra Sugars Limited,ANDHRSUGAR,INE715B01021,Commodities,Commodity Chemicals
Salasar Techno Engineering Limited,SALASAR,INE170V01027,Industrials,Industrial Products
Platinum Industries Limited,PLATIND,INE0PT501018,Commodities,Specialty Chemicals
Nitta Gelatin India Limited,NITTAGELA,INE265B01019,Commodities,Specialty Chemicals
HMA Agro Industries Limited,HMAAGRO,INE0ECP01024,Fast Moving Consumer Goods,Meat Products including Poultry
IFGL Refractories Limited,IFGLEXPOR,INE133Y01011,Industrials,Electrodes & Refractories
Unitech Limited,UNITECH,INE694A01020,Consumer Discretionary,Residential Commercial Projects
Igarashi Motors India Limited,IGARASHI,INE188B01013,Consumer Discretionary,Auto Components & Equipments
Bharat Seats Limited,BHARATSE,INE415D01024,Consumer Discretionary,Auto Components & Equipments
IKIO Technologies Limited,IKIO,INE0LOJ01019,Consumer Discretionary,Consumer Electronics
Jaro Institute of Technology Management and Research Limited,JARO,INE00YJ01010,Consumer Discretionary,E-Learning
Faze Three Limited,FAZE3Q,INE963C01033,Consumer Discretionary,Other Textile Products
Nelcast Limited,NELCAST,INE189I01024,Industrials,Castings & Forgings
Ind-Swift Laboratories Limited,INDSWFTLAB,INE915B01019,Healthcare,Pharmaceuticals
Macpower CNC Machines Limited,MACPOWER,INE155Z01011,Industrials,Industrial Products
SRM Contractors Limited,SRM,INE0R6Z01013,Industrials,Civil Construction
Master Trust Limited,MASTERTR,INE677D01037,Financial Services,Stockbroking & Allied
Updater Services Limited,UDS,INE851I01011,Services,Diversified Commercial Services
GPT Healthcare Limited,GPTHEALTH,INE486R01017,Healthcare,Hospital
Quick Heal Technologies Limited,QUICKHEAL,INE306L01010,Information Technology,Software Products
Centrum Capital Limited,CENTRUM,INE660C01027,Financial Services,Other Financial Services
Laxmi Goldorna House Limited,LGHL,INE258Y01016,Consumer Discretionary,Gems Jewellery And Watches
Quadrant Future Tek Limited,QUADFUTURE,INE0LRY01011,Industrials,Cables - Electricals
Reliance Industrial Infrastructure Limited,RELINFRA,INE036A01016,Services,Logistics Solution Provider
IRM Energy Limited,IRMENERGY,INE07U701015,Energy,LPG/CNG/PNG/LNG Supplier
Paushak Limited,PAUSHAKLTD,INE111F01024,Commodities,Specialty Chemicals
Tarsons Products Limited,TARSONS,INE144Z01023,Healthcare,Medical Equipment & Supplies
Laxmi Dental Limited,LAXMIDENTL,INE0WO601020,Healthcare,Medical Equipment & Supplies
Aeroflex Enterprises Limited,AEROFLEX,INE024001021,Industrials,Iron & Steel Products
Vardhman Holdings Limited,VHL,INE701A01023,Financial Services,Investment Company
Tembo Global Industries Limited,TEMBO,INE869Y01010,Industrials,Iron & Steel Products
Balaji Telefilms Limited,BALAJITELE,INE794B01026,Consumer Discretionary,Media & Entertainment
Rajputana Stainless Limited,RSL,INE313L01016,Industrials,Iron & Steel Products
Gujarat Kidney And Super Speciality Limited,GKSL,INE0V0W01025,Healthcare,Hospital
IZMO Limited,IZMO,INE848A01014,Information Technology,IT Enabled Services
Dam Capital Advisors Limited,CIFL,INE345H01024,Financial Services,Stockbroking & Allied
Madras Fertilizers Limited,MADRASFERT,INE414A01015,Commodities,Fertilizers
Roto Pumps Limited,ROTO,INE535D01037,Industrials,Compressors Pumps & Diesel Engines
Gala Precision Engineering Limited,GALAPREC,INE0RE001014,Industrials,Industrial Products
3B Blackbio Dx Limited,3BBLACKBIO,INE994E01018,Healthcare,Healthcare Service Provider
AK Capital Services Limited,AKCAPIT,INE701G01012,Financial Services,Non Banking Financial Company (NBFC)
Asian Star Company Limited,ASTAR,INE194D01017,Consumer Discretionary,Gems Jewellery And Watches
Manaksia Coated Metals & Industries Limited,MANAKSIA,INE015D01022,Industrials,Iron & Steel Products
MIC Electronics Limited,MICEL,INE287C01037,Industrials,Other Industrial Products
Shree Digvijay Cement Co.Ltd,SHREECEM,INE070A01015,Commodities,Cement & Cement Products
Le Merite Exports Limited,LEMERITE,INE0G1L01017,Consumer Discretionary,Trading - Textile Products
Excelsoft Technologies Limited,EXCELSOFT,INE606N01019,Information Technology,IT Enabled Services
Suraj Estate Developers Limited,SURAJEST,INE843S01025,Consumer Discretionary,Residential Commercial Projects
BirlaNu Limited,BIRLANU,INE557A01011,Consumer Discretionary,Furniture Home Furnishing
Jindal Photo Limited,JINDALPHOT,INE796G01012,Financial Services,Investment Company
Bajaj Healthcare Limited,BAJAJHCARE,INE411U01027,Healthcare,Pharmaceuticals
Abans Financial Services Limited,AFSL,INE00ZE01026,Financial Services,Holding Company
AVT Natural Products Limited,AVTNPL,INE488D01021,Fast Moving Consumer Goods,Other Agricultural Products
Saraswati Commercial India Limited,ZSARACOM,INE967G01019,Financial Services,Non Banking Financial Company (NBFC)
Bcl Industries Limited,BCLIND,INE412G01024,Fast Moving Consumer Goods,Breweries & Distilleries
Fino Payments Bank Limited,FINOPB,INE02NC01014,Financial Services,Other Bank
Oriental Aromatics Limited,OAL,INE959C01023,Commodities,Specialty Chemicals
Century Enka Limited,CENTENKA,INE485A01015,Consumer Discretionary,Other Textile Products
Mamata Machinery Limited,MAMATA,INE0TO701015,Industrials,Industrial Products
Capital India Finance Limited,CIFL,INE345H01024,Financial Services,Non Banking Financial Company (NBFC)
Kapston Services Limited,KAPSTON,INE542Z01028,Services,Diversified Commercial Services
Western Carriers (India) Limited,WCIL,INE0CJF01024,Services,Logistics Solution Provider
GKW Limited,GKWLIMITED,INE528A01020,Financial Services,Investment Company
Crest Ventures Limited,CREST,INE559D01011,Financial Services,Non Banking Financial Company (NBFC)
Control Print Limited,CONTROLPR,INE663B01015,Information Technology,Computers Hardware & Equipments
Rajoo Engineers Limited,RAJOOENG,INE535F01024,Industrials,Industrial Products
Oricon Enterprises Limited,ORICONENT,INE730A01022,Industrials,Packaging
Creative Newtech Limited,CNL,INE985W01018,Services,Trading & Distributors
Himatsingka Seide Limited,HIMATSEIDE,INE049A01027,Consumer Discretionary,Other Textile Products
Genesys International Corporation Limited,GENESYS,INE727B01026,Information Technology,IT Enabled Services
Swelect Energy Systems Limited,SWELECTES,INE409B01013,Industrials,Heavy Electrical Equipment
Unicommerce Esolutions Limited,UNIECOM,INE00U401027,Information Technology,IT Enabled Services
Hariom Pipe Industries Limited,HARIOMPIPE,INE00EV01017,Industrials,Iron & Steel Products
Bhartiya International Limited,BIL,INE828A01016,Consumer Discretionary,Leather And Leather Products
Prime Securities Limited,PRIMESECU,INE032B01021,Financial Services,Other Financial Services
Eimco Elecon (India) Limited,EIMCOELECO,INE158B01016,Industrials,Industrial Products
Suyog Telematics Limited,SUYOG,INE442P01014,Telecommunication,Telecom - Infrastructure
Gretex Corporate Services Limited,GCSL,INE199P01028,Financial Services,Other Capital Market related Services
Ester Industries Limited,ESTER,INE778B01029,Industrials,Packaging
Prostarm Info Systems Limited,PROSTARM,INE0BX301013,Industrials,Other Electrical Equipment
Dhampur Sugar Mills Limited,DHAMPURSUG,INE041A01016,Fast Moving Consumer Goods,Sugar
Mafatlal Industries Limited,MAFATIND,INE270B01035,Consumer Discretionary,Other Textile Products
Yuken India Limited,YUKEN,INE384C01016,Industrials,Compressors Pumps & Diesel Engines
Stanley Lifestyles Limited,STANLEY,INE01A001028,Consumer Discretionary,Furniture Home Furnishing
Indo Amines Limited,INDOAMIN,INE760F01028,Commodities,Specialty Chemicals
Uttam Sugar Mills Limited,UTTAMSUGAR,INE786F01031,Fast Moving Consumer Goods,Sugar
Royal Orchid Hotels Limited,ROHLTD,INE283H01019,Consumer Discretionary,Hotels & Resorts
Health X Platform Limited,HEALTHX,INE019J01013,Healthcare,Healthcare Service Provider
Electrotherm (India) Limited,ELECTHERM,INE822G01016,Industrials,Iron & Steel Products
Themis Medicare Limited,THEMISMED,INE083B01024,Healthcare,Pharmaceuticals
Hexa Tradex Limited,HEXATRADEX,INE750M01017,Financial Services,Investment Company
Zuari Agro Chemicals Limited,ZUARI,INE840M01016,Commodities,Fertilizers
GHCL Textiles Limited,GHCLTEXTIL,INE0PA801013,Consumer Discretionary,Other Textile Products
Dharmaj Crop Guard Limited,DHARMAJ,INE00OQ01016,Commodities,Pesticides & Agrochemicals
NIIT Limited,NIITLTD,INE161A01038,Consumer Discretionary,Education
Fermenta Biotech Limited,FERMENTA,INE225B01021,Healthcare,Pharmaceuticals
Mac Charles India Limited,MCCHRLS-B,INE435D01014,Consumer Discretionary,Hotels & Resorts
Munjal Auto Industries Limited,MUNJALAU,INE672B01032,Consumer Discretionary,Auto Components & Equipments
Tribhovandas Bhimji Zaveri Limited,TBZ,INE760L01018,Consumer Discretionary,Gems Jewellery And Watches
Bajaj Steel Industries Limited,BAJAJST,INE704G01024,Industrials,Industrial Products
GRP Limited,GRPLTD,INE137I01015,Industrials,Rubber
Indef Manufacturing Limited,BAJAJINDEF,INE0O9T01021,Industrials,Industrial Products
Precot Limited,PRECOT,INE283A01014,Consumer Discretionary,Other Textile Products
Ambika Cotton Mills Limited,AMBIKCO,INE540G01014,Consumer Discretionary,Other Textile Products
Bodal Chemicals Limited,BODALCHEM,INE338D01028,Commodities,Dyes And Pigments
Borana Weaves Limited,BORANA,INE16SF01016,Consumer Discretionary,Other Textile Products
Matrimony.Com Limited,MATRIMONY,INE866R01028,Consumer Discretionary,Internet & Catalogue Retail
Kokuyo Camlin Limited,KOKUYOCMLN,INE760A01029,Fast Moving Consumer Goods,Stationary
Sterling Tools Limited,STERTOOLS,INE334A01023,Consumer Discretionary,Auto Components & Equipments
Taal Tech Limited,TAALTECH,INE524T01011,Services,Airline
Scoda Tubes Limited,SCODATUBES,INE090501011,Industrials,Iron & Steel Products
Rama Steel Tubes Limited,RAMASTEEL,INE230R01035,Industrials,Iron & Steel Products
TVS Electronics Limited,TVSELECT,INE236G01019,Information Technology,Computers Hardware & Equipments
Eldeco Housing And Industries Limited,ELDEHSG,INE668G01021,Consumer Discretionary,Residential Commercial Projects
Maan Aluminium Limited,MAANALU,INE215I01027,Commodities,Aluminium
Deccan Cements Limited,DECCANCE,INE583C01021,Commodities,Cement & Cement Products
Manoj Vaibhav Gems N Jewellers Limited,MVGJL,INE0KNT01012,Consumer Discretionary,Gems Jewellery And Watches
Ganesh Consumer Products Limited,GANESHCP,INE652V01016,Fast Moving Consumer Goods,Packaged Foods
A B Infrabuild Limited,ABINFRA,INE00YB01025,Industrials,Civil Construction
Max India Limited,MAXIND,INE0CG601016,Financial Services,Holding Company
Krishival Foods Limited,KRISHIVAL,INE0GGO01015,Fast Moving Consumer Goods,Other Food Products
Stel Holdings Limited,STEL,INE577L01016,Financial Services,Investment Company
Menon Bearings Limited,MENONBE,INE071D01033,Consumer Discretionary,Auto Components & Equipments
OM INFRA LIMITED,OMINFRAL,INE239D01028,Industrials,Civil Construction
Kopran Limited,KOPRAN,INE082A01010,Healthcare,Pharmaceuticals
Kellton Tech Solutions Limited,KELLTONTEC,INE164B01030,Information Technology,IT Enabled Services
Sudarshan Colorants India Limited,SUDARCOLOR,INE492A01029,Commodities,Dyes And Pigments
United Polyfab Gujarat Limited,UNITEDPOLY,INE368U01029,Consumer Discretionary,Other Textile Products
GIC Housing Finance Limited,GICHSGFIN,INE289B01019,Financial Services,Housing Finance Company
Prozone Realty Limited,PROZONER,INE195N01013,Consumer Discretionary,Real Estate related services
Pudumjee Paper Products Limited,PDMJEPAPER,INE865T01018,Commodities,Paper & Paper Products
Dwarikesh Sugar Industries Limited,DWARKESH,INE366A01041,Fast Moving Consumer Goods,Sugar
Valiant Organics Limited,VALIANTORG,INE565V01010,Commodities,Specialty Chemicals
Supreme Infrastructure India Limited,SUPREMEINF,INE550H01011,Industrials,Civil Construction
BEML Land Assets Limited,BLAL,INE0N7W01012,Financial Services,Investment Company
Kabra Extrusion Technik Limited,KABRAEXTRU,INE900B01029,Industrials,Industrial Products
N R Agarwal Industries Limited,NRAIL,INE740D01017,Commodities,Paper & Paper Products
Synergy Green Industries Limited,SGIL,INE00QT01015,Industrials,Castings & Forgings
RSWM Limited,RSWM,INE611A01016,Consumer Discretionary,Other Textile Products
Arihant Capital Markets Limited,ARIHANTCAP,INE420B01036,Financial Services,Stockbroking & Allied
The Ruby Mills Limited,RUBYMILLS,INE301D01026,Consumer Discretionary,Other Textile Products
NCL Industries Limited,NCLIND,INE732C01016,Commodities,Cement & Cement Products
Anuh Pharma Limited,ANUHPHR,INE489G01022,Healthcare,Pharmaceuticals
Aditya Birla Money Limited,BIRLAMONEY,INE865C01022,Financial Services,Stockbroking & Allied
The Sandesh Limited,SANDESH,INE583B01015,Consumer Discretionary,Print Media
Popular Vehicles and Services Limited,PVSL,INE772T01024,Consumer Discretionary,Auto Dealer
GTPL Hathway Limited,GTPL,INE869I01013,Consumer Discretionary,TV Broadcasting & Software Production
Xchanging Solutions Limited,XCHANGING,INE692G01013,Information Technology,Computers - Software & Consulting
Heranba Industries Limited,HERANBA,INE694N01015,Commodities,Pesticides & Agrochemicals
